groupID,artifactID,date,tags,numberUsages,maxUsage,latestVersion
com.mojolly.scalate,scalate-generator_2.10,10-7-2015,generator,6,0,0.5.1
de.dentrassi.kura.addons,kura-addons,27-1-2020,,13,0,0.7.0
com.liferay,com.liferay.portal.compound.session.id,26-6-2020,portal,29,0,5.0.3
io.github.egonw.bacting,bacting-core,9-8-2020,github io,5,8,0.0.13
com.google.gcloud,gcloud-java-bigquery,1-4-2016,google,7,1,0.1.7
be.thinkerit.gradle,ubuntu-packager-plugin,3-10-2013,plugin packaging build build-system gradle groovy,1,0,0.3
io.github.asd1614,text2bean,23-11-2019,github beans pdf text io,1,0,0.1.0
uk.ac.open.kmi.iserve,iserve-rest,18-2-2016,rest webapp web application,6,1,2.1.1
com.hotels.road,road-highway-patrol,20-5-2020,,20,0,6.0.21
com.github.hoboris.scenes,scene3d,19-10-2018,github android,1,0,1.0.0
io.openliberty.features,spnego-1.0,30-7-2020,io,13,4,20.0.0.8
com.github.liuzhengyang,apm-agent,2-4-2020,github agent,12,0,1.10.5
com.github.acsgh.mad.scala,core_2.13,24-7-2020,github scala,18,7,1.0.3
org.sakaiproject.license,ecl-license,26-6-2015,,1,0,1.0
com.github.deaktator,pops-241_2.11,27-4-2016,github,2,0,0.0.2
uy.klutter,klutter-reflect-lite-jdk6,24-6-2016,,30,0,1.20.1
com.logscale,logscale-event,29-12-2014,event,7,1,3.0.1
com.faendir.asl,annotation,24-10-2018,annotations,2,1,1.0.1
org.tinymediamanager,resources,23-7-2018,resource,7,1,1.6
org.caiguoqing,toolbox,24-9-2016,,1,1,0.0.2
org.jboss.arquillian.extension,arquillian-drone-build-config,20-3-2018,build config jboss extension,50,0,2.5.1
com.github.fartherp,framework-filter,8-7-2019,github framework filtering,33,0,3.0.5
com.github.enpassant,ickenham-json4s_2.11,8-4-2018,github json,4,0,1.4.1
at.newmedialab.ldpath,ldpath-api,15-2-2013,api,5,6,2.6.0
com.projectdarkstar.tools.build,sgs-jar-resources-gpl,15-8-2011,tools build resource,3,0,1.2
io.bfil,scalext_2.11,27-12-2017,io,1,2,0.4.0
com.sksamuel.avro4s,avro4s-json_2.12.0-M4,2-11-2016,json protocol serialization avro,3,0,1.6.2
org.ow2.easywsdl,easywsdl-tool-xsd2xml,20-7-2018,xml,9,5,2.6.0
io.restx,restx-jongo-specs-tests,4-5-2018,testing io specs,24,1,0.35.1
de.sciss,lucre-aux_2.13,1-9-2019,,2,3,3.14.0
org.kuali.common,kuali-aws,28-9-2014,amazon aws,9,1,1.0.8
io.druid.extensions,druid-cassandra-storage,26-1-2016,database cassandra storage io extension,10,1,0.8.3
org.scala-sbt,util-apply-macro_2.12,6-7-2017,macro build build-system sbt scala,11,1,1.0.0-M26
com.propensive,adversaria_2.12,10-2-2018,,2,1,0.2.0
org.datasyslab,geospark-parent,17-2-2020,,7,0,1.3.1
io.gravitee.rest.api.services,gravitee-rest-api-services,4-8-2020,service rest io api,12,0,3.1.2
io.provis,provisio-testing,14-8-2018,testing io,54,0,0.1.56
com.qunar.qmq,qmq-store,28-6-2020,,16,4,1.1.24
de.adorsys.oauth,oauth-wildfly-support,5-12-2017,support authentication oauth,20,0,0.35
com.beachape,enumeratum-play-json_2.11,1-8-2020,json,53,3,1.6.1
org.wso2.carbon.devicemgt,org.wso2.carbon.device.mgt.server.feature,30-10-2018,server management device,393,3,3.1.51
ru.sbtqa.tag.parsers,xml,17-3-2017,xml parser,2,1,1.0.1
io.github.avivcarmis,conf-eager,27-6-2017,github io,2,0,1.0.1
org.infrastructurebuilder.util,ibcore-bom,3-5-2020,bom,18,0,0.17.1.0
com.battcn.boot,extend-mybatis-spring-boot-starter,10-10-2019,spring persistence starter,2,0,2.1.2-RELEASE
org.jongo,jongo,14-3-2020,mongodb client nosql,11,23,1.4.1
com.tourgeek.tour,com.tourgeek.tour.acctrec.screen,24-1-2020,,3,3,0.8.4
au.com.gridstone,grex-gson-converter,1-5-2015,json,3,0,3.0.0
in.norbor,yoda-orm_2.12,13-6-2019,persistence orm,33,0,4.0.1
geronimo,geronimo-clustering,5-10-2005,cluster,5,1,1.0-M5
com.liumapp.keywordsign.starter,keywordsign-spring-boot-starter,5-9-2019,spring starter,2,0,v1.0.1
net.cloudburo,evernote,31-8-2019,,2,1,1.3.0
com.bytebybyte.gwt,leafletjs-lib,11-9-2014,gwt ui library,1,0,0.7.3
io.advantageous.discovery,lokate,28-3-2017,io discovery,5,2,2.0.0
com.kenai.nbpwr,org-apache-commons-dbcp,24-2-2010,apache netbeans module,1,4,1.2.2-2010022...
com.intel.qat,parquet-thrift,29-5-2020,parquet serialization intel thrift column protocol,1,3,1.10.0
com.scalapenos,stamina-testkit_2.11,28-11-2019,testing,5,4,0.1.5
org.jruby.ext.posix,jnr-posix,29-7-2015,posix ruby,16,5,1.1.9
net.katsstuff,minejson-advancement_sjs0.6_2.12,8-7-2019,,2,1,0.3
com.opencredo,concourse-data,30-3-2016,data,1,2,0.1
com.lihaoyi,utest_sjs1.0.0-M2_2.11,26-12-2017,testing,1,63,0.6.3
com.commsen,jwebthumb,16-8-2010,,2,0,0.3
ai.swim,swim-ws,22-7-2019,,5,4,3.10.0
org.endpoints4s,xhr-client-faithful_sjs0.6_2.12,29-6-2020,client,1,0,1.0.0
org.wvlet.airframe,airframe-opts_2.13.0-M2,30-1-2018,,8,0,0.36
com.github.shoothzj,sdk-adapt,28-3-2020,github sdk,8,0,3.0.20.RELEASE
fr.vsct.tock,tock-bot-connector-businesschat,22-8-2019,connector,3,1,19.3.3
eu.sipria.inject.akka,guice-akka_2.13,15-10-2019,actor akka dependency-injection distributed concurrency,1,0,1.2.0
pl.beone.promena.transformer,report-generator-jasperreports-application-model,6-2-2020,generator model report,2,2,1.0.1
bd.com.ipay.sdk,sdk-android-ktx,6-11-2018,sdk android,1,0,1.0.5
org.eclipse,emf,27-11-2007,eclipse,1,0,2.3.0-v200706...
io.bitsensor.plugins,bitsensor-plugin,1-11-2018,plugin io,18,0,4.0.3
net.avh4.framework,uilayer-examples,13-9-2013,example framework,11,0,3.2.1
online.sanen,excel,25-3-2020,excel spreadsheet,1,0,0.0.1
org.jxmpp,jxmpp-stringprep-libidn,18-7-2020,,29,2,1.0.0
io.smartdatalake,spark-extensions_2.12,5-8-2020,extension spark io,1,1,1.0.0
net.sf.apt-jelly,apt-jelly,2-4-2007,scripting,1,2,2.3
io.annot8,annot8-components-financial,24-10-2019,io,3,0,0.4.0
org.wso2.carbon.appfactory,org.wso2.carbon.appfactory.build,16-3-2015,build,1,2,2.1.0
com.github.jakimli.pandaria,pandaria-graphql,6-8-2020,github graphql,6,0,0.3.5
com.github.ljtfreitas,java-restify-contract,3-6-2019,github,2,16,2.1.0
net.javacrumbs.future-converter,spring-java8,3-5-2015,spring,9,0,0.3.0
com.github.bentorfs,ai-algorithms,18-3-2014,github machine-learning ai,2,0,0.2.0
com.47deg,fetch-twitter_2.12,21-8-2018,twitter,4,0,0.7.3
com.io7m.jwhere,com.io7m.jwhere.gwhere,16-3-2019,io,1,2,0.6.0
com.lightbend.akka,akka-stream-alpakka-simple-codecs_2.13.0-M5,29-5-2019,actor streaming akka distributed lightbend concurrency codec,5,0,1.0.2
com.moomanow,moomanow-langbean,2-5-2017,,7,0,0.1.0
com.thoughtworks.sde,core_2.12.0-M3,12-6-2016,,1,1,1.0.0-alpha1
com.github.zuacaldeira,flex-app,12-1-2018,github webapp web application,12,0,1.1.15
org.springframework.data,spring-data-mongodb-parent,22-7-2020,data spring mongodb database,127,0,3.0.3.RELEASE
com.canoo.dolphin-platform,dolphin-platform-server-javaee,23-3-2018,server javaee platform,38,1,1.0.0.CR5
org.javadelight,delight-metrics,20-2-2018,metrics,1,0,0.0.6
org.scala-js,scalajs-library_2.13.0-M5,5-4-2019,scala scalajs library,5,509,1.0.0-M7
org.javasimon,javasimon,15-8-2011,,1,0,2.0-alpha1
de.triology.versionName,jar,28-3-2019,,2,0,1.0.3
io.get-coursier,coursier-util_sjs0.6_2.12,7-5-2020,io,27,3,2.0.0-RC6-15
com.xzchaoo.commons,commons-hashedeventloop,6-8-2020,,5,1,1.0.4
io.openliberty,openliberty-microProfile3,30-7-2020,io,14,0,20.0.0.8
com.xboxng,XNConfigSpring,22-10-2014,,1,0,1.0
org.scalarelational,scalarelational-mariadb_2.12,6-3-2019,database mysql,10,0,1.3.15
org.openscoring,service,10-8-2014,service,5,1,1.1.5
com.github.michaelruocco,property-loader,19-12-2017,github loader,6,4,3.0.2
org.kasource.websocket,ka-websocket-spring-example,19-9-2013,application websocket spring web webapp example,2,0,0.3
io.apiman,apiman-manager-api-beans,22-1-2020,beans api manager io,56,14,1.5.5.Final
org.eclipse.update,core,27-11-2007,eclipse,2,0,3.2.100-v2007...
org.julienrf,play-jsmessages_2.13,3-6-2020,,2,0,5.0.0
com.sdk4,sdk4-java-boot,17-11-2018,sdk,1,0,0.0.1-build20...
org.eobjects.analyzerbeans,AnalyzerBeans-standardizers,15-1-2015,,42,4,1.0.6
io.micronaut.configuration,micronaut-micrometer-registry-wavefront,17-3-2020,registry config io,4,0,1.3.1
io.inkstand,inkstand-jcr-jackrabbit,25-5-2015,cms io,3,0,0.1.3
org.codehaus.gant,gant_groovy2.2,14-5-2014,groovy codehaus,2,1,1.9.11
de.adorsys.oauth,oauth-saml-bridge,26-11-2015,bridge authentication oauth,1,0,0.10
io.github.binaryfoo,gclog-parser,15-4-2016,github parser io,2,1,0.0.3
com.softwaremill.sttp.client,model_2.12,3-12-2019,model client,15,2,2.0.0-RC4
com.liferay.commerce,com.liferay.commerce.notification.service,25-6-2020,notification service,36,0,1.0.36
com.zengularity,benji-s3_2.12,24-7-2020,aws s3,8,0,2.1.6
io.servicecomb.demo,b-client,10-7-2017,example client io,1,1,0.1.0
org.wso2.carbon.mediation,org.wso2.carbon.mediator.switch.ui,30-7-2020,ui,138,1,4.7.60
com.ericsson.bss.cassandra.ecaudit,ecaudit_c3.0.11,4-3-2020,cassandra database,5,0,2.3.0
io.gravitee.definition,gravitee-definition-model,17-7-2020,model io,52,6,1.23.0
org.gerweck.scala,gerweck-utils-db_2.11,23-9-2019,scala,25,0,5.0.1
org.eclipse.dirigible,dirigible-ide-service-generation,25-6-2020,eclipse ide service,28,3,5.0.0
com.github.kimffy24,ejoker-common,13-6-2020,github,2,3,2.2.3
org.apereo.cas,cas-mgmt-webapp-tomcat,23-7-2020,application server webserver web webapp tomcat,6,0,6.1.7
com.github.vavrcc,vavrcc,12-2-2020,github,1,0,7.0.6
org.bitbucket.dollar,dollar-lang,26-4-2013,,2,0,1.0-beta3
com.liferay.commerce,com.liferay.commerce.shipping.engine.fixed.web,16-6-2020,web engine,32,0,1.0.31
com.mparticle,android-comscore-kit,6-8-2020,android,183,1,5.14.9
com.github.zgqq,flycat-springboot-security,31-10-2019,github security,1,1,0.1.2
com.swissborg,lithium_2.13,23-4-2020,,4,3,0.11.2
org.netbeans.modules,org-netbeans-modules-php-code-analysis,6-8-2020,module analysis ide netbeans,8,2,RELEASE120-1
com.garethahealy,commons-bom,14-1-2016,bom,2,0,1.1.1
io.buoyant,telemetry-core_2.11,17-11-2017,io telemetry,18,9,1.3.2
de.javagl,nd-tuples,8-12-2015,,1,5,0.0.1
org.unlaxer,unlaxer-testbase,12-7-2019,,7,10,1.1.22
com.8kdata.mongowp,mongowp-parent,29-11-2016,,5,0,0.50.0
no.nav.helse,helse-streams,26-2-2019,streaming,1,0,f814029
com.trueaccord.scalapb,protobuf-runtime-scala_2.12.0-M5,2-8-2016,protocol serialization scala runtime,2,1,0.1.13
com.alibaba.blink,flink-container_2.11,13-6-2020,container,9,0,blink-3.6.4
io.github.jmcleodfoss,msg-parent,16-5-2020,github io,1,0,1.0.0
com.peersafe,abi_chainsql,26-8-2019,,2,1,1.4.5
org.atmosphere.samples,atmosphere-samples,20-1-2020,example,143,0,2.5.13
com.github.sd4324530,fastexcel,22-9-2016,github,4,0,0.0.4
com.heanbian,heanbian-email,7-8-2020,mail,22,2,20200807
io.github.ngbinh,endpoints-play-server-playjson_2.12,15-10-2019,github server io,1,0,0.10.1+26-d14...
com.auginte,scarango_2.11,2-5-2016,arangodb client,3,0,0.3.1
com.nequi,nequi-api-client,30-7-2019,client api,4,0,1.0.3
org.jboss.arquillian.ajocado,arquillian-ajocado-ftest,30-3-2011,jboss,2,0,1.0.0.Alpha2
org.eclipse.dirigible,dirigible-core-indexing,25-6-2020,eclipse,35,5,5.0.0
systems.uom,systems-parent,19-6-2020,,14,2,2.0.2
org.codehaus.jtstand,jtstand-admin-ui,18-7-2015,admin ui codehaus,32,0,1.5.13
com.sksamuel.scalax,scalax_2.12.0-M3,14-3-2016,,12,10,1.26.0
org.springframework.integration,spring-integration-ws,22-7-2020,integration spring,132,3,5.3.2.RELEASE
com.wavesplatform,wavesj,15-7-2020,,19,1,0.17.0
net.officefloor.editor,net.officefloor.gef.common,29-7-2020,editor eclipse plugin,14,0,3.26.0
org.wso2.msf4j,org.wso2.msf4j.deployer.feature,2-3-2020,,15,1,2.7.7
com.cesarferreira.pretender,pretender,9-7-2015,android,1,0,0.1.0
com.gframework.boot,gframework-web-anti-brush,14-7-2020,web,1,1,1.0.0
com.nerdvision,java-agent,9-7-2020,agent,4,0,2.0.4
com.github.carrot-vitamin,base,4-3-2020,github,12,1,1.1.3
io.github.reporting-solutions,org.eclipse.birt.report.engine.emitter.postscript,11-5-2019,plugin github eclipse reporting report io engine,1,0,4.8.0
org.xhtmlrenderer,flying-saucer-pdf-openpdf,10-1-2020,pdf,9,4,9.1.20
org.jfarcand,jersey-ahc-client,4-4-2014,client webservice,2,1,1.0.5
org.osgi.enroute.examples.microservice,rest-app,23-10-2018,rest service example microservices osgi,1,0,0.0.1
com.github.jcute,jcute-core-plugin,28-4-2018,plugin github,1,3,0.0.7
de.javagl,jgltf-impl-v2,29-12-2018,,1,2,2.0.0
com.lihaoyi,amm-repl-2.12.4_2.12,16-5-2018,repl,1,1,1.0.5-25-b3b8...
dev.zio,zio-s3_2.12,29-6-2020,aws s3,4,0,0.2.2
com.propensive,rapture-xml-test_sjs0.6_2.11,27-4-2017,testing xml,6,1,2.0.0-M9
org.gosu-lang.gosu.managed,gw-jcommander,13-7-2018,,2,1,1.72
org.opendaylight.nic,mapped-objects-model,27-4-2018,model,15,4,1.3.4-Carbon
com.github.shumy,rts-core,30-9-2016,github,1,0,0.3.0
org.eclairjs,eclairjs-swift,8-12-2016,,1,0,0.10
net.exoego,aws-sdk-scalajs-facade-glue-nodejs-v8_sjs0.6_2.13,7-10-2019,aws amazon scalajs sdk scala,2,1,0.26.1-v2.524.0
net.gplatform,Sdk4J,20-9-2014,sdk,1,4,2.0
org.opendaylight.iotdm,onem2m-core,27-4-2018,,20,22,0.3.4-Carbon
net.sf.advanced-gwt,advanced-gwt,26-9-2013,gwt ui,2,1,2.0.9
com.github.siwenyan,common_web,30-7-2020,github web,18,1,1.21.1
in.virit,viritin-vaadin-flow-archetypes-parent,22-2-2019,web-framework gwt archetype,2,0,1.1
org.eclipse.hawkbit,hawkbit-dmf-amqp,17-1-2020,queue amqp eclipse,21,3,0.3.0M6
org.opendaylight.capwap,capwap-karaf,23-3-2016,osgi,7,0,0.2.1-Berylli...
com.lucidchart,sbt-android-room_2.10,1-7-2019,build build-system sbt scala android,16,0,0.0.16
net.simonvt,messagebar-parent,12-7-2013,,2,0,1.0.1
org.realityforge.react4j,react4j-dom,7-8-2020,dom,173,5,0.175
org.vdaas.vald,vald-client-java,3-8-2020,client,36,1,0.0.50
com.github.scalaprops,scalaprops-core_sjs0.6_2.13.0-M3,15-5-2018,github,3,3,0.5.5
org.apithefire,apithefire-util,10-8-2008,,3,8,0.1.2
com.uber.piranha,piranha,7-8-2020,,5,0,0.1.1
com.freedomotic,restapi-v3,6-1-2015,,1,0,3.1
com.github.anshulbajpai,root_2.12,9-6-2018,github,1,0,0.3.0
com.energizedwork,jfconfig,20-7-2018,,5,1,4.1.1
name.prokop.bart.rxtx,rxtx,6-9-2017,,2,2,2.2.2
com.arcbees,checkstyle-closed,26-3-2015,analysis,2,0,1.2
com.stratio.receiver,spark-datasource,27-6-2016,spark data datasource,1,0,0.1.0
com.github.camel-labs,camel-device-io,2-6-2015,github io device camel,1,1,0.1.0
io.github.libktx,ktx-actors,30-7-2020,github actor io,22,0,1.9.11-b1
ai.grakn,grakn-test,13-12-2018,testing,17,0,1.4.3
fr.smallcrew.foundation,smallcrew-data,17-3-2013,data,8,2,1.0.10
com.antwerkz.afton,afton-core,9-11-2013,,1,1,0.1
org.scalaz,scalaz_2.13.0-RC3,1-6-2019,scalaz scala functional,1,0,7.3.0-M30
net.kaliber,play-s3_2.11,12-4-2019,aws s3,4,1,10.0.0
net.xenqtt,xenqtt,17-2-2015,,1,1,1.0.0
li.rudin.rt,rt-servlet30-test,29-8-2013,testing servlet,2,0,2.3
com.typesafe.akka,akka-http-scala-experimental_2.10,30-4-2015,actor experimental akka distributed concurrency typesafe scala http,2,10,1.0-RC2
com.hextremelabs.permiscus,permiscus,6-3-2017,android,1,0,0.1.0
org.scalamock,scalamock_2.13,19-7-2020,,3,126,5.0.0
org.nhind,xd-common,25-1-2019,,5,4,6.0
de.julielab,julielab-bioportal-ontology-tools,6-6-2018,tools,5,1,1.0.4
com.soywiz,korinject-common,18-1-2018,,4,1,0.5.0
org.fujion,fujion-transpiler,4-6-2018,,10,1,2.0.0
org.objectweb.joram,joram-mom-extensions,14-9-2011,extension,6,2,5.7.0
io.gravitee.gateway.security,gravitee-gateway-security-oauth2,5-8-2020,security gateway authentication io oauth,147,1,3.1.2
io.mraa.upm,upm_groveo2,21-11-2018,io,10,0,1.7.1
com.github.brianolsen87,text-instructions,20-1-2018,github text,4,0,0.11.3
com.packenius,com.packenius.hexr,21-5-2019,,1,2,1.0
no.tornado,tornadofx-controlsfx,15-6-2018,,2,0,0.1.1
com.adamdierkens,snapshot4j,31-5-2017,,7,0,1.2.3
io.cloudsoft.jclouds.labs,vcloud-director,13-6-2014,cloud io,6,0,1.7.4-ea-broo...
org.eobjects.metamodel,MetaModel-couchdb,2-6-2014,couchdb database,34,1,3.4.11
com.thoughtworks.inproctester,inproctester-core,16-12-2013,,3,3,1.0.15
com.sta-soft,mannotations,25-1-2020,,2,0,1.1
io.mosip,commons,9-1-2020,io,1,0,1.0.6
com.github.vldrus,tuple,30-12-2017,github,2,0,1.0.1
com.github.asne,asne-twitter,1-3-2016,github twitter android,8,0,0.3.3.3
com.intellisig,hello-world,29-11-2018,,3,0,18.1129.1420
org.jboss.aerogear,aerogear-android-authz-test,29-6-2017,testing jboss android,5,0,3.1.1
com.icthh.xm.commons,xm-commons-tenant,7-7-2020,,70,7,2.1.14
net.avcompris.commons,avc-base-parent,26-6-2017,,4,0,0.1.14
com.crittercism.dexmaker,dexmaker-dx,23-7-2015,,2,3,1.4
com.rempl.readers.its,bridge-its-api,3-8-2011,reader bridge api,3,6,1.1.3
com.github.traex.rippleeffect,library,12-5-2015,github library android,9,9,1.3
com.liferay,com.liferay.chat.service,15-7-2020,service,158,1,5.0.12
merlin-tutorial,locator-api,20-9-2005,api,1,0,1.0
io.ratpack,ratpack-config,1-4-2015,io config,3,0,0.9.15
com.couchbase.lite,couchbase-lite-java-sqlcipher,18-10-2018,,8,3,1.4.4
org.clulab,processors-main_2.11,31-7-2020,processor,37,6,8.1.3
com.geishatokyo.jetty,jetty-nosql-memcached-parent,13-7-2015,server nosql webserver memcached jetty,5,0,0.5.0
com.github.phillip-kruger,stompee-example,14-8-2017,application github web webapp example,3,0,1.1.3
com.isotrol.impe3,impe3-es-common-server,7-3-2016,server,10,4,3.1.1
org.seaborne.mantis,dboe-index,4-9-2017,index,2,2,0.3.0
com.github.pkiep-reniec,aga_sdk_java,18-7-2019,github sdk,1,0,1.0.0
com.github.wet-boew,wet-gcwu-theme-overlay,6-4-2014,github webapp web application,11,0,3.1.9
com.oracle.oci.sdk,oci-hdfs-connector,2-6-2020,sdk connector hadoop,7,1,2.9.2.7
org.wso2.carbon.business-process,org.wso2.carbon.application.mgt.bpel.feature,16-7-2020,business process management,122,0,4.5.35
org.gridgain,ignite-shmem,14-3-2015,,1,2,1.0.0
com.att.ajsc,sdk-java-interceptor,27-10-2017,sdk,3,6,6.2.0.4
com.impetus.core,kundera-core,13-12-2013,,17,11,2.9
com.github.ztan.ezy-locality,ezy-locality-core,11-7-2020,github,6,2,0.2.0
org.protelis,protelis.parser.parent,26-3-2020,parser,23,0,10.0.2
cn.easyproject,easypropertiesutils,28-9-2015,,2,0,1.4.1-RELEASE
co.parish.stephen.publisher,gradle-plugin,11-9-2014,plugin build build-system gradle groovy,1,0,1.0.0
com.gabrielittner.auto.value,auto-value-cursor-annotations,17-7-2020,annotations,12,3,2.0.1
org.nanoframework,nano-jmx,19-9-2016,jmx,5,0,1.4.0
com.eworkcloud.starter,ework-cloud-starter-dns,10-8-2020,network dns cloud starter,32,0,2.3.1
com.hazelcast.jet,hazelcast-jet-s3,14-7-2020,aws s3 hazelcast,7,4,4.2
net.pwall.json,json-kotlin,12-7-2020,json kotlin,28,4,3.8
in.norbor,yoda-orm_2.13,31-3-2020,persistence orm,6,1,20200331
com.javasolver,jsr331-jsetl,16-4-2020,,2,0,2.0.3
org.wso2.carbon.identity,identity-agent-entitlement-filter,12-7-2016,agent filtering identity,2,0,5.1.1
bd.com.ipay.sdk,sdk-android,6-11-2018,sdk android,6,1,1.0.5
eu.l-space,lspace-ns_2.11,1-7-2019,,14,0,0.0.8.5
org.springframework.amqp,spring-amqp-parent,31-5-2012,queue amqp spring,3,0,1.1.1.RELEASE
com.github.japgolly.test-state,ext-nyaya_sjs1_2.13,11-5-2020,github testing,1,0,2.4.1
io.markdom,package,28-1-2020,io,5,0,0.0.7
pro.topme,spring-boot-back-door,16-11-2019,spring,1,0,1.0.1
com.sudoplatform,sudokeymanager,5-6-2020,android,3,0,3.4.2
com.cognitect.aws,cognito-identity,8-11-2019,amazon aws identity,5,0,770.2.568.0
cz.gopay,gp-java-api-v3-parent,24-4-2020,api,12,0,3.4.8
org.mongodb.scala,mongo-scala-driver_2.13,30-7-2020,database nosql driver client scala mongodb,15,27,4.1.0
org.rrd4j,rrd4j-cassandra,13-12-2019,cassandra database,3,0,1.2
se.wfh.libs.common,all,13-1-2015,,6,0,0.17
com.mgmtp.perfload,perfload-agent,14-7-2014,agent,2,0,1.3.0
org.dishevelled,dsh-compress,16-7-2020,compression,11,6,1.4.1
org.openbase.bco,psc.identification,6-2-2018,,9,1,1.6.0
de.bund.bva.isyfact,isy-datetime,7-8-2020,date time,5,4,2.0.1
org.jekh.appenders,redis-appender-jboss,30-9-2016,jboss redis database,1,0,0.5
org.everit.jetty,org.everit.jetty.osgi.boot,2-9-2019,webserver server jetty osgi,2,0,1.1.0
org.evomaster,evomaster-client-java-instrumentation-shared,1-4-2020,client instrumentation,3,0,1.0.1
pl.touk.nussknacker,nussknacker-kafka-flink-util_2.11,7-8-2020,kafka streaming,13,5,0.2.0
org.scalameta,inputs_2.11,11-4-2019,scala,69,8,4.1.6
org.playframework.anorm,anorm-tokenizer_2.12,27-6-2020,play-framework,7,1,2.6.7
li.rudin.core,core-cdi-parent,9-5-2014,,9,0,2.0
io.apiman.plugins,apiman-plugins-soap-authorization-policy,30-7-2020,plugin application authorization web webapp soap io api policy,27,1,1.5.7.Final
org.randombits.support,support-confluence-project,23-10-2014,support,2,0,5.2.9
io.rtdi.bigdata.connector,pipelinefoundation,5-8-2020,connector io,26,5,0.9.26
com.soundcloud,periskop-scala_2.12,16-3-2020,scala,1,0,0.1.0
cn.stylefeng.roses,kernel-validator,23-7-2020,validation,35,1,2.2.13
com.ibm.websphere.appserver.features,eventLogging-1.0,18-7-2019,ibm server,10,4,19.0.0.7
com.propensive,rapture-http-json_2.10,27-4-2017,json http,4,1,2.0.0-M9
de.huxhorn.lilith,de.huxhorn.lilith.sounds,9-8-2018,,20,1,8.2.0
nl.mplatvoet.komponents,kovenant,10-5-2015,,5,0,1.1.0
com.github.zhangzhizhi,listview-cache,4-11-2015,github cache android,1,0,0.0.4
fr.iscpif.effectaside,effectaside_2.12,21-11-2017,,2,0,0.2
org.mule.tests,mule-module-soap-connect-tests,20-4-2018,module testing soap,3,0,4.1.1
com.github.liuzhongkai,spider-boot-dubbo,22-10-2018,github,2,0,2.3.1-RELEASE
com.blossom-project,blossom-ui-supervision,18-10-2019,ui,1,2,1.3.0
org.recast4j,parent,7-7-2019,,13,0,1.2.5
org.wso2.carbon.governance,ws-discovery-proxy,2-7-2020,proxy discovery,61,0,4.8.19
com.ning.billing.plugin,killbill-plugin-api-currency,14-1-2014,plugin api,4,2,0.6.3
jp.co.tagbangers,jgroups-s3-client-ping,12-7-2018,aws s3 client,3,2,4.0.0
org.xbib,z3950-sru,4-8-2020,,3,0,2.2.1
org.wso2.orbit.org.apache.tomcat,tomcat-jsp-api,13-5-2020,server webserver apache jsp tomcat api,2,0,9.0.34.wso2v1
org.hibersap,hibersap-jco,29-10-2019,,4,0,1.4.0
org.opendaylight.mdsal.model,odl-mdsal-model-rfc8342,24-7-2020,model,59,1,6.0.4
net.lizalab,kryo-slf4j,4-5-2015,logging slf4j,1,1,3.0.1
de.tu-dresden.inf.lat.uel,uel-rule,11-4-2016,,2,3,1.4.0
org.cloudhoist,clojure-maven-plexus-compiler,5-7-2012,clojure compiler build build-system maven,5,1,0.3.3
io.cordite,dgl-cordapp,20-7-2020,io,29,5,0.5.1
io.github.yannick-cw,snapshot_2.12,24-11-2017,github io,1,0,0.1.0
de.sciss,scalaosc_2.13.0-M5,28-12-2018,,1,4,1.2.0
org.gosu-lang.gosu,gosu-parent,15-5-2020,,75,0,1.15.8
tomcat,jkconfig,3-12-2005,webserver server tomcat,3,0,5.0.28
org.wvlet.airframe,airframe-rx_sjs0.6_2.12,6-3-2020,,7,1,20.3.0
com.purgeteam,elasticjob-demo,12-10-2019,example,1,0,0.1.1.RELEASE
com.io7m.jorchard,com.io7m.jorchard,8-12-2017,io,2,0,1.0.0
org.pac4j,play-pac4j_2.11,13-5-2020,openid authentication,14,2,9.0.1
com.carecon.fabric3,fabric3-binding-nats,6-12-2018,binding,1,1,3.1.0
net.officefloor.tutorial,InheritHttpServer,29-12-2019,,33,0,3.17.0
com.github.vario,vario-file_2.9.2,29-1-2013,github,2,1,0.4.4
com.groupon.grox,grox-core-rx,5-7-2018,,5,0,1.1.2
com.liferay,com.liferay.asset.categories.admin.web.api,25-6-2020,admin web api,3,0,1.0.4
kz.allpay.mfs,allpay-public,14-11-2018,,2,0,2.0.8.3
com.netflix.feign,feign-httpclient,14-7-2016,http,32,2,8.18.0
com.gu.play-secret-rotation,aws-secretsmanager_2.12,6-4-2018,amazon aws,4,0,0.5
com.github.zhangchunsheng,amap-java-spring-boot-starters,22-5-2020,github spring,2,0,1.0.2
com.tradeshift.sdk,tradeshift-sdk-network,30-11-2018,network sdk,1,1,0.2.0
io.atomix.catalyst,catalyst-kryo,15-5-2017,io,14,0,1.2.1
org.ow2.sirocco.cloudmanager,sirocco-cloudmanager-api-tools,6-2-2012,tools api,2,0,0.4.0
com.mikepenz,typeicons-typeface,7-6-2019,android,6,1,2.0.7.5
de.adorsys.sts,keycloak-storage-provider,27-3-2020,provider storage,19,0,1.0.4
com.github.pyloque,ormkids,15-5-2018,github,1,0,0.0.4
io.craftcode,craft-atom-test,17-7-2015,testing io,5,10,3.1.2
com.linecorp.armeria,armeria-spring-boot2-webflux-starter,4-8-2020,spring starter,2,0,0.99.9
io.github.reporting-solutions,org.eclipse.birt.report.engine.emitter.pdf,11-5-2019,plugin github pdf eclipse reporting report io engine,1,0,4.8.0
